,augments_0,augments_1,augments_2,companion_content_ID,companion_item_ID,companion_skin_ID,companion_species,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_0_character_id,units_0_itemNames_0,units_0_itemNames_1,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_itemNames_1,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_itemNames_0,units_3_itemNames_1,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_itemNames_2,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_itemNames_0,units_8_itemNames_1,units_8_itemNames_2,units_8_name,units_8_rarity,units_8_tier,units_0_itemNames_2,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_3_itemNames_2,units_4_itemNames_0,units_4_itemNames_1,units_4_itemNames_2,units_6_itemNames_2,units_7_itemNames_0,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total,units_7_itemNames_1,units_7_itemNames_2,units_1_itemNames_2,traits_14_name,traits_14_num_units,traits_14_style,traits_14_tier_current,traits_14_tier_total,units_9_character_id,units_9_name,units_9_rarity,units_9_tier,units_5_items_0,units_5_items_1,units_5_items_2,units_6_items_0,units_6_items_1,units_6_items_2,units_7_items_0,units_7_items_1,units_7_items_2,units_3_items_0,units_3_items_1,units_0_items_0,units_1_items_0,units_1_items_1,units_2_items_0,units_2_items_1,units_2_items_2,units_1_items_2,units_4_items_0,units_4_items_1,units_4_items_2,units_0_items_1,units_3_items_2,units_0_items_2,units_8_items_0,units_8_items_1,units_8_items_2,units_9_itemNames_0,units_9_items_0,traits_15_name,traits_15_num_units,traits_15_style,traits_15_tier_current,traits_15_tier_total,traits_16_name,traits_16_num_units,traits_16_style,traits_16_tier_current,traits_16_tier_total,traits_17_name,traits_17_num_units,traits_17_style,traits_17_tier_current,traits_17_tier_total,units_9_itemNames_1,units_9_itemNames_2,units_9_items_1,units_9_items_2,units_10_character_id,units_10_itemNames_0,units_10_itemNames_1,units_10_itemNames_2,units_10_name,units_10_rarity,units_10_tier,units_10_items_0,units_10_items_1,units_10_items_2,partner_group_id
3110,TFT8_Augment_YuumiSupport,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_JeweledLotus,370f2b5c-2913-494e-8bd0-95ead07e2974,54002,2,PetChibiAnnie,0,27,6,6,1,_zlfDBOx2AoZi_URHSEsNDKWyToXiX2ZHQNl44fu0SAq2XlxEaXVEFZmuepO5otZ7UL2kMrTAWPdLA,1638.12915,67,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,3,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Gangplank,,,,0,2,TFT8_Rell,TFT_Item_BrambleVest,,,1,3,TFT8_LeeSin,,1,2,TFT8_Malphite,,,,1,2,TFT8_Yuumi,,1,2,TFT8_Nilah,TFT_Item_RedBuff,TFT_Item_IonicSpark,TFT_Item_Redemption,,2,2,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_SeraphsEmbrace,TFT_Item_HextechGunblade,,,,,,,,,,,,,,,,,,,,,57,36,47,,,,,,,,,,55,,,,,,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,TFT8_Augment_LeeSinCarry,TFT6_Augment_Electrocharge2,TFT6_Augment_JeweledLotus,fe648fff-1181-4021-acfb-b7421ca64ea8,22018,18,PetPegasus,1,23,7,8,0,FEDUCjf55fRVkwaAkpo8uMbbIUp0ffEDxpYlEA7-ii4zU_OxE23ShMvGUkSlXAklwneYwIr-Ojo5Xw,1372.56665,21,Set8_Admin,2,1,1,3,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_Hacker,1,0,0,3,Set8_Heart,4,2,2,3,Set8_Mascot,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,TFT8_LeeSin,TFT_Item_IonicSpark,TFT_Item_RedBuff,,1,2,TFT8_LeeSin,,,,1,1,TFT8_LeeSin,,1,1,TFT8_Yuumi,,,,1,2,TFT8_Sona,,2,2,TFT8_Leblanc,,,,,2,2,TFT8_Soraka,TFT_Item_SeraphsEmbrace,TFT_Item_MadredsBloodrazor,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12,,,,,,,36,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,TFT6_Augment_Electrocharge2,TFT6_Augment_PortableForge,TFT8_Augment_LeBlancGlitch,54d41338-c532-4522-8bf4-521979c78e37,26016,16,PetUmbra,33,26,8,8,0,1s0qeJwE6PfTTgHNBgZ1qs85HgMa8gXhAtrP_aOIRFc9OmGwdr-7yBnpHdpCtjVHpYjJ7NkMQapbRw,1565.839355,59,Set8_Ace,1,1,1,2,Set8_Admin,4,3,2,3,Set8_Brawler,3,1,1,4,Set8_Channeler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_ExoPrime,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_Heart,2,1,1,3,Set8_Renegade,1,0,0,2,Set8_Supers,1,0,0,1,,,,,,,,,,,,,,,,TFT8_Blitzcrank,,,,0,1,TFT8_Draven,,,,1,1,TFT8_Camille,,1,1,TFT8_LeeSin,,,,1,2,TFT8_Jax,,2,2,TFT8_Leblanc,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,,,2,1,TFT8_Sett,TFT4_Item_OrnnAnimaVisage,TFT_Item_BrambleVest,,4,1,TFT8_Soraka,,4,1,,,,,,,,,TFT_Item_ZekesHerald,TFT_Item_Chalice,,,,,,,TFT_Item_SeraphsEmbrace,,,,,,,,,,,,,,,,,,39,49,,9001,55,,44,,,,,,,,17,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,TFT6_Augment_Ascension,TFT6_Augment_PortableForge,TFT8_Augment_ZedSupport,a07ffad0-7c04-4728-8474-27d0b074627b,45002,2,PetChibiKaisa,3,33,8,3,0,lPXHgGsBcUr_y6GwdNI72jridruLshtoTiRrbLcxSvo6cMEmVgSYfCR1FLJsyJJ2DaBYfvLo3_zO1g,1940.178955,118,Set8_Ace,4,3,2,2,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,2,1,1,2,Set8_Duelist,1,0,0,4,Set8_Hacker,1,0,0,3,Set8_SpaceCorps,3,1,1,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Sivir,,,,1,2,TFT8_MissFortune,TFT_Item_StatikkShiv,,,4,2,TFT8_Zed,,4,2,TFT8_Samira,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,,4,2,TFT8_Zac,,4,2,TFT8_Sejuani,TFT4_Item_OrnnEternalWinter,TFT_Item_Redemption,,,4,1,TFT8_Urgot,,,,6,1,TFT8_Mordekaiser,,6,1,,,,,,,,,TFT_Item_RunaansHurricane,TFT8_Item_AceEmblemItem,TFT_Item_HextechGunblade,TFT_Item_HextechGunblade,TFT_Item_ThiefsGloves,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,,,,,,,,,,,,,,,,,,,,9003,47,,,,,,,,19,29,,24,,26,8021,13,,99,33,13,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,TFT6_Augment_CalculatedLoss,TFT6_Augment_JeweledLotus,TFT8_Augment_LeBlancGlitch,5f5a22be-ecf1-40b5-9caa-5d2a80a5fffa,50002,2,PetChibiLux,1,40,9,1,3,t5lnvjlGvNBtbqxkMe_6pWSuSwy0_Wfnikdx802h1dZyKdZql-_H08g4d2TIPG3ZKJAlWoZd4b9PQA,2277.295654,198,Set8_Admin,4,3,2,3,Set8_Aegis,1,0,0,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,TFT8_Blitzcrank,,,,0,2,TFT8_Annie,TFT8_Item_Sunfire_GenAE,,,1,2,TFT8_Alistar,,2,2,TFT8_Zoe,,,,2,2,TFT8_Leblanc,,2,3,TFT8_Soraka,TFT_Item_SeraphsEmbrace,TFT_Item_GuardianAngel,,,4,2,TFT8_Nunu,TFT_Item_RedBuff,TFT_Item_BrambleVest,,6,2,TFT8_Syndra,,6,2,TFT8_Fiddlesticks,TFT_Item_ThiefsGloves,TFT_Item_RapidFireCannon,TFT_Item_SpearOfShojin,,6,1,,,,,,TFT_Item_RabadonsDeathcap,TFT_Item_UnstableConcoction,TFT_Item_MadredsBloodrazor,TFT_Item_IonicSpark,TFT8_Item_ADMINEmblemItem,,,,,,,,,,,,,,,,,,44,94,,57,55,36,8007,,,,,,9016,,,,,,33,49,12,,,,99,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,TFT8_Augment_AnimaSquadEmblem,TFT6_Augment_TradeSectorPlus,TFT8_Augment_SamiraSupport,b890d4df-181a-43da-861d-99a72afbc602,38002,2,PetChibiYasuo,0,28,8,5,0,c_Xe0My1tZ7rVOMsNeJLPJhJ1yvMW9XXtUaroTvP8dIDuV1n1rVwL4gDqD7otGLlBOBpQaREMLXRzQ,1699.650757,53,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,1,0,0,4,Set8_Threat,3,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Jax,,,,2,2,TFT8_Alistar,,,,2,1,TFT8_Rammus,,2,2,TFT8_Samira,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,,4,2,TFT8_Zac,,4,2,TFT8_Sejuani,TFT8_Item_AnimaSquadEmblemItem,TFT_Item_RedBuff,,,4,1,TFT8_Urgot,,,,6,1,TFT8_Aphelios,,6,2,,,,,,,,,,,,TFT_Item_RunaansHurricane,TFT_Item_DragonsClaw,,,,TFT_Item_MadredsBloodrazor,,,,,,,,,,,,,,,,,,8000,57,,,,,12,,,19,29,,,,,,,,66,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,TFT6_Augment_Traitless2,TFT6_Augment_ComponentGrabBag,TFT8_Augment_MissFortuneCarry,ee3fda5c-1956-44fe-a4a4-377483c5d5df,48002,2,PetChibiAshe,0,40,8,2,1,_zlfDBOx2AoZi_URHSEsNDKWyToXiX2ZHQNl44fu0SAq2XlxEaXVEFZmuepO5otZ7UL2kMrTAWPdLA,2277.295654,193,Set8_Ace,3,0,0,2,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Deadeye,1,0,0,2,Set8_Defender,1,0,0,3,Set8_ExoPrime,3,1,1,2,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_MissFortune,TFT_Item_SpearOfShojin,TFT_Item_HextechGunblade,,4,2,TFT8_Ekko,TFT_Item_IonicSpark,,,4,1,TFT8_Samira,,4,2,TFT8_Sett,,,,4,2,TFT8_Sejuani,,4,2,TFT8_Urgot,TFT_Item_ArchangelsStaff,,,,6,2,TFT8_Leona,,,,6,1,TFT8_Mordekaiser,,6,2,,,,,,,,TFT_Item_JeweledGauntlet,TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_LastWhisper,,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_FrozenHeart,,TFT_Item_UnstableConcoction,,,,,,TFT8_Item_ExoPrimeEmblemItem,TFT_Item_TitansResolve,,,,,,,,,,,34,,,,,,49,8020,25,,,14,36,,19,11,29,,57,56,45,13,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,TFT8_Augment_DefenderEmblem,TFT6_Augment_Ascension,TFT8_Augment_ZoeDoubleTrouble,370f2b5c-2913-494e-8bd0-95ead07e2974,54002,2,PetChibiAnnie,6,28,7,6,0,FEDUCjf55fRVkwaAkpo8uMbbIUp0ffEDxpYlEA7-ii4zU_OxE23ShMvGUkSlXAklwneYwIr-Ojo5Xw,1697.512695,69,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Defender,3,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,1,0,0,3,Set8_Prankster,1,0,0,2,,,,,,,,,,,,,,,,TFT8_Poppy,,,,0,3,TFT8_Lulu,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,,0,3,TFT8_WuKong,,0,3,TFT8_Draven,,,,1,2,TFT8_Jax,,2,1,TFT8_Zoe,,,,,2,1,TFT8_Leblanc,TFT8_Item_DefenderEmblemItem,TFT8_Item_HandOfJustice_GenAE,,2,2,,,,,,,,,,,,,TFT_Item_TitansResolve,TFT_Item_WarmogsArmor,TFT_Item_Redemption,,,,,TFT_Item_TearOfTheGoddess,,,,,,,,,TFT_Item_PowerGauntlet,,,,,,,,,,,,,8009,9012,4,,,,,,,14,39,25,77,47,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,TFT6_Augment_CalculatedLoss,TFT6_Augment_TargetDummies,TFT8_Augment_SorakaSupport,7beea368-dba6-4bd8-9cf0-0e8eaba83c7f,27028,28,PetChoncc,1,27,8,7,1,WbrlADx8tLW_t8x0oz_y_1UX0RH8hQTcIbdWof4T9IK9aZZtgbOZlB2qi2W6g1Y77_tX7fX0QKs-TQ,1631.201904,44,Set8_Admin,4,3,2,3,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Corrupted,1,3,1,1,Set8_Duelist,2,1,1,4,Set8_Hacker,1,0,0,3,Set8_Heart,1,0,0,3,Set8_Recon,2,1,1,3,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,2,0,0,4,Set8_Threat,1,0,1,1,,,,,,TFT8_Ashe,,,,0,2,TFT8_Blitzcrank,TFT_Item_Zephyr,,,0,2,TFT8_Camille,,1,2,TFT8_Yasuo,,,,1,2,TFT8_Vayne,,2,2,TFT8_Leblanc,TFT_Item_JeweledGauntlet,TFT_Item_StatikkShiv,TFT_Item_GuinsoosRageblade,,2,2,TFT8_Soraka,TFT_Item_ArchangelsStaff,,,4,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,,,,,,TFT_Item_IonicSpark,,,,,,,,,,,,,,,,,,39,24,23,34,,,36,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,TFT6_Augment_TradeSector,TFT6_Augment_RichGetRicherPlus,TFT8_Augment_KaisaCarry,75180b95-663a-4385-836f-b134da2d1628,19,19,PetTFTAvatar,17,30,7,4,1,#NAME?,1782.785767,74,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Channeler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Recon,2,1,1,3,Set8_StarGuardian,5,2,2,4,Set8_Threat,1,0,1,1,,,,,,,,,,,,,,,,,,,,,TFT8_Rell,TFT_Item_RedBuff,,,1,3,TFT8_Vayne,,,,2,2,TFT8_Nilah,,2,2,TFT8_Chogath,,,,2,2,TFT8_Kaisa,,2,3,TFT8_Ekko,TFT_Item_JeweledGauntlet,TFT_Item_ArchangelsStaff,,,4,2,TFT8_Taliyah,TFT_Item_ArchangelsStaff,,,4,2,,,,,,,,,,,,,TFT_Item_ChainVest,,,,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_StatikkShiv,,,,,,,,,,,,,,,,,,,,39,34,,34,,,,,,,,57,,,5,,,,23,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,TFT6_Augment_RichGetRicher,TFT8_Augment_JaxSupport,TFT6_Augment_CelestialBlessing1,5f5a22be-ecf1-40b5-9caa-5d2a80a5fffa,50002,2,PetChibiLux,2,41,9,1,2,t5lnvjlGvNBtbqxkMe_6pWSuSwy0_Wfnikdx802h1dZyKdZql-_H08g4d2TIPG3ZKJAlWoZd4b9PQA,2360.338379,188,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_ExoPrime,3,1,1,2,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_Supers,3,3,1,1,Set8_Threat,3,0,1,1,,,,,,,,,,,,,,,,TFT8_Gangplank,,,,0,2,TFT8_WuKong,,,,0,3,TFT8_Draven,,1,3,TFT8_LeeSin,TFT_Item_Redemption,TFT_Item_WarmogsArmor,,1,3,TFT8_Malphite,,1,3,TFT8_Jax,,,,,2,3,TFT8_AurelionSol,TFT_Item_SeraphsEmbrace,TFT_Item_SpearOfShojin,,4,2,TFT8_Urgot,,6,2,TFT8_Fiddlesticks,TFT_Item_RabadonsDeathcap,,,,6,2,,TFT_Item_TitansResolve,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_FrozenHeart,,,,TFT_Item_BFSword,TFT_Item_ZekesHerald,,,,,,TFT_Item_ZekesHerald,TFT_Item_ZekesHerald,,,,,,,,,,,,,,44,14,1,17,17,17,47,77,,,,25,29,13,,,,,,45,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,TFT6_Augment_RichGetRicher,TFT8_Augment_RammusArmor,TFT7_Augment_BandOfThieves1,b890d4df-181a-43da-861d-99a72afbc602,38002,2,PetChibiYasuo,1,37,9,3,2,c_Xe0My1tZ7rVOMsNeJLPJhJ1yvMW9XXtUaroTvP8dIDuV1n1rVwL4gDqD7otGLlBOBpQaREMLXRzQ,2125.865479,143,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_Alistar,,,,2,2,TFT8_Rammus,TFT_Item_RedBuff,TFT_Item_Redemption,,2,2,TFT8_Ekko,,4,2,TFT8_Samira,,,,4,1,TFT8_AurelionSol,,4,2,TFT8_Zac,,,,,4,2,TFT8_Aphelios,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,,6,2,TFT8_Leona,,6,2,TFT8_Fiddlesticks,TFT_Item_JeweledGauntlet,TFT_Item_ArchangelsStaff,,,6,1,,,,,,TFT_Item_JeweledGauntlet,TFT_Item_SeraphsEmbrace,,TFT_Item_LastWhisper,TFT_Item_ThiefsGloves,,,,,,TFT_Item_SeraphsEmbrace,TFT_Item_ArchangelsStaff,,,,,,,,,,,,,,12,19,29,99,44,34,,,,57,47,,,,,39,44,,,,,39,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,TFT6_Augment_TriForce2,TFT8_Augment_KaisaStarCrossed,TFT8_Augment_ReconTrait,ee3fda5c-1956-44fe-a4a4-377483c5d5df,48002,2,PetChibiAshe,2,41,8,2,1,_zlfDBOx2AoZi_URHSEsNDKWyToXiX2ZHQNl44fu0SAq2XlxEaXVEFZmuepO5otZ7UL2kMrTAWPdLA,2360.338379,218,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Corrupted,1,3,1,1,Set8_Duelist,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Recon,4,3,3,3,Set8_StarGuardian,3,1,1,4,Set8_Threat,3,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,,,,1,2,TFT8_Vayne,TFT_Item_Bloodthirster,,,2,3,TFT8_Nilah,,2,1,TFT8_Chogath,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,,2,3,TFT8_Rammus,,2,3,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_GuinsoosRageblade,TFT_Item_HextechGunblade,,2,3,TFT8_Ekko,,,,4,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,TFT_Item_FrozenHeart,TFT_Item_FrozenHeart,TFT_Item_Redemption,TFT_Item_BrambleVest,,,,,,,,,,,,,,,,,,,,24,23,13,,,,,,,56,57,,16,,,,,,45,47,55,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,TFT6_Augment_RichGetRicher,TFT8_Augment_SennaSupport,TFT6_Augment_ThrillOfTheHunt1,370f2b5c-2913-494e-8bd0-95ead07e2974,54002,2,PetChibiAnnie,1,35,8,4,0,FEDUCjf55fRVkwaAkpo8uMbbIUp0ffEDxpYlEA7-ii4zU_OxE23ShMvGUkSlXAklwneYwIr-Ojo5Xw,2030.257446,151,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Brawler,1,0,0,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,TFT8_Alistar,,,,2,2,TFT8_Senna,TFT_Item_ZekesHerald,,,2,2,TFT8_Ekko,,4,2,TFT8_Samira,TFT_Item_GuardianAngel,TFT_Item_InfinityEdge,,4,2,TFT8_Sejuani,,4,2,TFT8_Leona,,,,,6,1,TFT8_Fiddlesticks,,,,6,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,TFT_Item_RedBuff,TFT_Item_IonicSpark,TFT_Item_DragonsClaw,TFT_Item_RunaansHurricane,TFT_Item_Zephyr,,,,,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,94,19,,17,,57,36,66,,67,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,TFT6_Augment_LudensEcho2,TFT8_Augment_RivenSupport,TFT6_Augment_PandorasItems,5f12335b-a3ad-4929-8d88-f3a177cfb15d,19004,4,PetDSSquid,34,21,7,8,0,Ddu8RsK2CvP3mqXiXhvSlazQDrtTjKdNO37ApNMQGp6tBc9fJmOiXzBOQ3RbUj1OW6kCac5ptrBIaA,1211.550659,8,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,3,1,1,4,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Heart,3,1,1,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,2,0,0,4,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Annie,TFT_Item_ThiefsGloves,TFT_Item_RapidFireCannon,,1,2,TFT8_Yuumi,,,,1,2,TFT8_Sona,,2,1,TFT8_Alistar,TFT_Item_RedBuff,,,2,1,TFT8_Leblanc,,2,2,TFT8_Ekko,,,,,4,1,TFT8_Soraka,TFT_Item_MadredsBloodrazor,TFT_Item_SpearOfShojin,,4,1,,,,,,,,,,,,TFT_Item_Bloodthirster,,,,,TFT_Item_GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,57,,99,,,,,,,23,,,22,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,TFT6_Augment_PortableForge,TFT8_Augment_KaisaCarry,TFT6_Augment_MeleeStarBlade1,ecb13a09-d4f3-4244-a22b-ffab5d791ded,3006,6,PetGrumpyLion,18,26,6,5,0,bsAKBG0kJpE8t-S7cqaPPe27kTMYnjlJgD4pdO-7w-Xevj-hnv6LQ0em8KMI9vUNwQAC1nMl5o7LeA,1497.727905,29,Set8_Brawler,1,0,0,4,Set8_Duelist,3,1,1,4,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Recon,1,0,0,3,Set8_StarGuardian,2,0,0,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Gangplank,TFT4_Item_OrnnMuramana,TFT_Item_Bloodthirster,,0,3,TFT8_Fiora,,,,1,3,TFT8_LeeSin,,1,2,TFT8_Malphite,,,,1,2,TFT8_Nilah,,2,2,TFT8_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_PowerGauntlet,TFT_Item_HextechGunblade,,2,1,,,,,,,,,,,,,,,,,,TFT_Item_RapidFireCannon,,,,,TFT_Item_LocketOfTheIronSolari,,,,,,,,,,,,,,,,,,,,,,23,79,13,,,,,,,,,9005,,,,,,,35,,,16,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
