augments_0,augments_1,augments_2,companion_content_ID,companion_item_ID,companion_skin_ID,companion_species,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,units_0_character_id,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_itemNames_0,units_4_itemNames_1,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_itemNames_0,units_7_itemNames_1,units_7_itemNames_2,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_name,units_8_rarity,units_8_tier,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_5_itemNames_2,units_0_itemNames_0,units_3_itemNames_0,units_3_itemNames_1,units_3_itemNames_2,units_4_itemNames_2,units_6_itemNames_2,units_0_itemNames_1,units_0_itemNames_2,units_1_itemNames_1,units_1_itemNames_2,units_8_itemNames_0,units_8_itemNames_1,units_8_itemNames_2,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total,traits_14_name,traits_14_num_units,traits_14_style,traits_14_tier_current,traits_14_tier_total,traits_15_name,traits_15_num_units,traits_15_style,traits_15_tier_current,traits_15_tier_total,traits_16_name,traits_16_num_units,traits_16_style,traits_16_tier_current,traits_16_tier_total,units_9_character_id,units_9_itemNames_0,units_9_itemNames_1,units_9_itemNames_2,units_9_name,units_9_rarity,units_9_tier,units_9_items_0,units_9_items_1,units_9_items_2,traits_17_name,traits_17_num_units,traits_17_style,traits_17_tier_current,traits_17_tier_total,units_10_character_id,units_10_itemNames_0,units_10_itemNames_1,units_10_itemNames_2,units_10_name,units_10_rarity,units_10_tier,units_10_items_0,units_10_items_1,units_10_items_2,traits_18_name,traits_18_num_units,traits_18_style,traits_18_tier_current,traits_18_tier_total
TFT6_Augment_CyberneticImplants1,TFT7_Augment_BandOfThieves1,TFT8_Augment_ApheliosSupport,05f56e75-ae27-44c1-9c04-87ba733bf2b1,25018,18,PetAoShin,0,28,8,6,1,v_hErr-By9iEhy_98BwGI9YHf3a6bitP-LLRurLqFL1DiqjzXk4-kU23FZ4jH2FSs51T4I4Cw2rdbg,1631.1376953125,94,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,2,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,2,0,0,4,TFT8_Sivir,,1,2,TFT8_Vi,,,1,2,TFT8_Alistar,,2,2,TFT8_Senna,,2,1,TFT8_Samira,TFT_Item_SparringGloves,,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,TFT_Item_DragonsClaw,,4,1,TFT8_Urgot,,,,6,1,TFT8_Aphelios,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_InfinityEdge,,6,1,,,,,,,,,,,,,,,TFT_Item_ThiefsGloves,TFT_Item_SpearOfShojin,TFT_Item_GuardianAngel,TFT_Item_Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_ItemGrabBag1,TFT6_Augment_MakeshiftArmor1,TFT8_Augment_SamiraSupport,4b19b861-a128-484b-b993-fa023e150da7,20021,21,PetDSSwordGuy,0,31,8,4,1,yiPLwbJEZEmmyoaTm3mET4ki7HeCj6QZcQaEt06zVtHXNekRrrkg2z7z9jhNTHwQjPKvwTbW9U_AqQ,1806.0028076171875,89,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,2,1,1,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_SpaceCorps,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_WuKong,,0,2,TFT8_Sivir,,,1,2,TFT8_Jax,,2,2,TFT8_Samira,,4,2,TFT8_AurelionSol,TFT_Item_RabadonsDeathcap,TFT_Item_JeweledGauntlet,,4,2,TFT8_Zac,,,,4,1,TFT8_Sett,TFT_Item_Redemption,TFT_Item_TitansResolve,,4,2,TFT8_Sejuani,,,,,4,2,,,,,,,,,,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_RunaansHurricane,,TFT_Item_TitansResolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT7_Augment_BandOfThieves1,TFT8_Augment_InterPolarisTrait,TFT8_Augment_SamiraCarry,7e4c9b2b-a047-4cd9-b3f9-9fc3a2e05bf9,41028,28,PetGloop,11,30,8,5,0,I-4ZhcsbokhQfyV9dvCrMDArxmu47tT_amKVrw_Y7N_mHX90a7oEBuh1xY6VcJPJYPq-EVrxPF6AbA,1721.7049560546875,71,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,3,1,1,2,Set8_Duelist,2,1,1,4,Set8_Hacker,1,0,0,3,Set8_SpaceCorps,7,3,3,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Renekton,,0,1,TFT8_Sivir,,,1,2,TFT8_Yasuo,,1,2,TFT8_Senna,,2,2,TFT8_Zed,TFT_Item_ThiefsGloves,TFT_Item_TitansResolve,,4,2,TFT8_Samira,TFT_Item_HextechGunblade,TFT8_Item_InterPolarisEmblemItem,,4,2,TFT8_Sejuani,TFT_Item_Redemption,TFT_Item_BrambleVest,,4,2,TFT8_Fiddlesticks,TFT_Item_IonicSpark,,,,6,1,,,,,,,,,,,,,,,TFT_Item_ThiefsGloves,TFT_Item_DragonsClaw,TFT_Item_HextechGunblade,TFT_Item_LastWhisper,,TFT_Item_BFSword,,,TFT_Item_ArchangelsStaff,TFT_Item_FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_LudensEcho1,TFT6_Augment_ItemGrabBag1,TFT8_Augment_SorakaSupport,8c27f67c-90b3-4355-9e90-6e92325c6017,9016,16,PetSpiritFox,0,34,8,2,1,W0PW9g2NHL4Oyn9M9-5dlebKpWbL97e6H_8PGkP_JShpR0RiLDx0k3IhRNOyOkFt2_DsWYq-Fz6wzQ,1986.7529296875,158,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,3,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,4,2,2,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,Set8_UndergroundThe,1,0,0,4,TFT8_Lulu,,0,2,TFT8_Annie,TFT_Item_GargoyleStoneplate,,1,2,TFT8_Sona,,2,2,TFT8_Alistar,,2,2,TFT8_Zoe,TFT8_Item_HeartEmblemItem,TFT_Item_UnstableConcoction,,2,2,TFT8_Leblanc,,,,2,2,TFT8_Ekko,TFT_Item_DragonsClaw,TFT_Item_GargoyleStoneplate,,4,2,TFT8_Soraka,TFT_Item_JeweledGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_SeraphsEmbrace,,4,2,,,,,,,,,,,,,,,,,,,,,,,TFT8_Item_Shojin_GenAE,TFT_Item_WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT7_Augment_BandOfThieves1,TFT6_Augment_TriForce1,TFT8_Augment_BelVethCarry,03c82bf9-1eb9-4905-b214-f6ea6933f483,51012,12,PetBaron,2,34,8,1,1,w6TxMvdhw264O6LuUkgWzNpEQkzxuUSeuzeJJq27YjNVosWXZMYVd4Wjbwh8W_36V_bXnMpRcoT5Gg,1991.670654296875,175,Set8_AnimaSquad,1,0,0,3,Set8_Corrupted,1,3,1,1,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,5,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,2,TFT8_Chogath,,2,3,TFT8_Rammus,TFT_Item_WarmogsArmor,TFT_Item_Redemption,,2,2,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_HextechGunblade,,2,3,TFT8_BelVeth,,,,4,1,TFT8_Zac,,,,,4,2,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_GuinsoosRageblade,,TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_DravenCarry,TFT6_Augment_Ascension,TFT6_Augment_TargetDummies,67cba3eb-f530-4940-a6c3-535e8ac9da80,42022,22,PetDuckbill,3,26,6,7,0,h3lxowlt6JknQ5qIaR5qHey8o_1VjdX-PI5qHjl415vtMKFQtjXfYkQhyGL_8gQFbicwx9RLInpKpA,1590.77197265625,23,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_ExoPrime,3,1,1,2,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,TFT8_Gangplank,,0,2,TFT8_WuKong,,,0,2,TFT8_Draven,,1,3,TFT8_LeeSin,,1,2,TFT8_Malphite,TFT_Item_FrozenHeart,,,1,3,TFT8_Jax,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_InfinityEdge,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,,,TFT_Item_Redemption,TFT_Item_ZekesHerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_BlitzcrankSupport,TFT6_Augment_Ascension,TFT6_Augment_Battlemage2,0bc0ac42-280b-4a5a-837f-e63ab7e48aae,27024,24,PetChoncc,0,31,7,4,1,KAF7uN5omDA6gxqUKVME_I4JRjDUc-k75qdIn__cKHDN8j6KSMlJa9Bwt8mZZb9xIU4ycIhEO5qbqQ,1932.3836669921875,109,Set8_Admin,2,1,1,3,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,6,3,3,4,Set8_Defender,1,0,0,3,Set8_ExoPrime,1,0,0,2,Set8_Heart,2,1,1,3,Set8_SpaceCorps,1,0,0,4,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Blitzcrank,,0,2,TFT8_Vi,,,1,2,TFT8_LeeSin,,1,2,TFT8_Riven,,2,2,TFT8_Jax,TFT_Item_HextechGunblade,TFT_Item_GuinsoosRageblade,,2,2,TFT8_Sejuani,TFT_Item_Redemption,TFT_Item_Redemption,,4,2,TFT8_Soraka,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_TitansResolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_EzrealSupport,TFT8_Augment_ThreatMaxHealth,TFT6_Augment_PortableForge,18165d5f-639e-4e95-acc6-1acaf9acf7b6,41003,3,PetGloop,1,28,8,6,0,ucV3o-lcnp7a0t0Nb87cOhLM9qN6gFe7Xgnhg9u1yw5K98lXi0l2fQdWlqoaXKNuQbvodiYRf2Z-yw,1755.424560546875,72,Set8_Ace,1,1,1,2,Set8_Brawler,1,0,0,4,Set8_Recon,1,0,0,3,Set8_SpaceCorps,2,0,0,4,Set8_Threat,5,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,,1,2,TFT8_Velkoz,,,2,2,TFT8_Chogath,,2,2,TFT8_Rammus,,2,2,TFT8_BelVeth,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,,4,2,TFT8_Zac,,,,4,1,TFT8_Sejuani,TFT4_Item_OrnnRanduinsSanctum,,,4,2,TFT8_Mordekaiser,TFT_Item_Deathblade,,,,6,1,,,,,,,,,,,,,,,TFT_Item_Shroud,,,,,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_RunaansHurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_LeeSinCarry,TFT7_Augment_AxiomArc2,TFT6_Augment_SecondWind2,9d5a36bd-62cd-42c2-82d9-3437b7e65a4d,4009,9,PetMiner,2,35,9,1,2,2_4-JXmMg_9SSp9s2tYXb0Uk_QDbKp_fwa_bRi9ZktaAYgOYDb-BozQ4zWC0VHiZnYdaLuLLFdCxfg,2220.817626953125,223,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_GenAE,1,0,0,2,Set8_Heart,6,3,3,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,3,1,1,4,Set8_Supers,1,0,0,1,TFT8_Annie,,1,2,TFT8_LeeSin,TFT_Item_Redemption,,1,2,TFT8_LeeSin,,1,2,TFT8_Yuumi,,1,1,TFT8_Sona,,,,2,2,TFT8_Alistar,,,,2,2,TFT8_Ekko,TFT8_Item_HeartEmblemItem,,,4,2,TFT8_Soraka,TFT_Item_HextechGunblade,TFT_Item_SeraphsEmbrace,TFT_Item_GuinsoosRageblade,,4,2,TFT8_Syndra,,6,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT_Item_IonicSpark,,,,,,,,,,,,TFT_Item_RedBuff,TFT_Item_BrambleVest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_AsheSupport,TFT6_Augment_ComponentGrabBag,TFT6_Augment_Distancing2,4b19b861-a128-484b-b993-fa023e150da7,20021,21,PetDSSwordGuy,9,28,7,5,0,yiPLwbJEZEmmyoaTm3mET4ki7HeCj6QZcQaEt06zVtHXNekRrrkg2z7z9jhNTHwQjPKvwTbW9U_AqQ,1746.1865234375,82,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Heart,1,0,0,3,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,3,1,1,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,3,TFT8_Nilah,,2,3,TFT8_Chogath,TFT_Item_ChainVest,,,2,2,TFT8_Kaisa,TFT_Item_StatikkShiv,,,2,1,TFT8_Syndra,,,,6,1,,,,,,,,,,,,,,,,,,,,,,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,,,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_LuxSupport,TFT6_Augment_Ascension,TFT8_Augment_ChannelerEmblem,370f2b5c-2913-494e-8bd0-95ead07e2974,54002,2,PetChibiAnnie,14,23,7,8,0,Xi590k3kpZja1HovfUoYUuEyeDWXBaXU-3KutYDOArOrgT0I-Q99bdNmBuOeeRmJIjjwUwzAVmwoTA,1401.0106201171875,16,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Channeler,5,2,2,4,Set8_Defender,1,0,0,3,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,3,1,1,4,TFT8_Lux,,0,2,TFT8_Annie,TFT_Item_RedBuff,,1,2,TFT8_Rell,,1,2,TFT8_Sona,,2,2,TFT8_Alistar,TFT_Item_ThiefsGloves,TFT_Item_PowerGauntlet,,2,2,TFT8_Leblanc,TFT_Item_SeraphsEmbrace,TFT_Item_HextechGunblade,,2,2,TFT8_Ekko,TFT8_Item_ChannelerEmblemItem,,,4,1,,,,,,,,,,,,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,TFT_Item_RunaansHurricane,,,,TFT_Item_IonicSpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_LuxSupport,TFT6_Augment_RichGetRicherPlus,TFT6_Augment_PortableForge,00f1aca8-e014-4347-a9bc-df4064bd59ed,15004,4,PetSennaBunny,6,35,9,2,2,A-7DhN-b31KSJ09SxAzvdVd7jPS8PYjHkpR5DhQk8_Naot8GO-Jdna7UTabDq2JjjHTgowIx0g_g3g,2220.817626953125,150,Set8_Aegis,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,7,3,3,4,Set8_Threat,2,0,1,1,,,,,,,,,,,TFT8_Lux,,0,2,TFT8_Rell,TFT_Item_GargoyleStoneplate,,1,2,TFT8_Yuumi,,1,2,TFT8_Nilah,,2,2,TFT8_Ekko,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,,4,2,TFT8_Taliyah,TFT4_Item_OrnnInfinityForce,TFT_Item_HextechGunblade,,4,2,TFT8_AurelionSol,,,,4,2,TFT8_Urgot,,,,,6,2,TFT8_Syndra,,6,1,,,,,,,,,,,,,,TFT_Item_JeweledGauntlet,TFT_Item_Chalice,,,,TFT_Item_IonicSpark,,,,,,TFT_Item_SpearOfShojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_PoppyCarry,TFT6_Augment_PortableForge,TFT6_Augment_Distancing2,1e22d4c1-241b-48cf-9186-db2c0b340383,29031,31,PetDowsie,4,33,9,3,2,RSYFjpwAVilLuAe_cFIrEY5CWS-vSexlDYxz4TGdjQAax4ETb_Yn-8zsnFXmOxk7HZLYgNTko5o97g,2061.067138671875,97,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Deadeye,2,1,1,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_GenAE,1,0,0,2,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,TFT8_Poppy,,0,2,TFT8_Vi,,,1,1,TFT8_Jax,,2,2,TFT8_Ekko,,4,1,TFT8_Samira,TFT_Item_HextechGunblade,TFT4_Item_OrnnInfinityForce,,4,2,TFT8_Zac,,,,4,2,TFT8_Sett,TFT_Item_Redemption,TFT_Item_BrambleVest,,4,2,TFT8_Aphelios,TFT_Item_Deathblade,TFT_Item_UnstableConcoction,TFT_Item_LastWhisper,,6,1,TFT8_Leona,,6,1,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,,,,,,TFT4_Item_OrnnRocketPropelledFist,TFT_Item_Zephyr,,TFT_Item_Quicksilver,TFT_Item_DragonsClaw,,,,,,,,Set8_UndergroundThe,2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_ViCarry,TFT6_Augment_Electrocharge2,TFT6_Augment_ComponentGrabBag,f5e94f48-dab3-46fa-a57c-e98984a8ab79,4012,12,PetMiner,3,30,8,5,0,tAQnSrQb_2M_YHl28iJJSzPD_QhB-p3bAsopV9ehIHXUn3-RzHuyyfbNt-S0SVo9dPlRuTEMcS-Lig,1851.47265625,93,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_Sivir,,1,2,TFT8_Vi,TFT_Item_GargoyleStoneplate,,1,2,TFT8_Alistar,,2,1,TFT8_Zac,,4,2,TFT8_Sejuani,TFT_Item_SeraphsEmbrace,,,4,1,TFT8_Aphelios,TFT_Item_HextechGunblade,TFT_Item_RunaansHurricane,,6,1,TFT8_Fiddlesticks,,,,6,1,TFT8_Fiddlesticks,TFT_Item_Shroud,,,,6,1,,,,,,,,,,,,,,,,,,TFT_Item_LastWhisper,,TFT_Item_LocketOfTheIronSolari,,,,,,,TFT_Item_RedBuff,TFT_Item_Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_AnnieSupport,TFT7_Augment_FirstAidKit2,TFT6_Augment_Battlemage2,67cba3eb-f530-4940-a6c3-535e8ac9da80,42022,22,PetDuckbill,2,33,8,2,1,h3lxowlt6JknQ5qIaR5qHey8o_1VjdX-PI5qHjl415vtMKFQtjXfYkQhyGL_8gQFbicwx9RLInpKpA,2065.697265625,93,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,3,1,1,4,Set8_Duelist,1,0,0,4,Set8_GenAE,2,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,4,2,2,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,3,1,1,4,TFT8_Annie,,1,2,TFT8_Yuumi,,,1,2,TFT8_Sona,,2,1,TFT8_Alistar,,2,2,TFT8_Zoe,,,,2,2,TFT8_Leblanc,,,,2,2,TFT8_Ekko,TFT_Item_TitanicHydra,,,4,2,TFT8_Soraka,TFT_Item_HextechGunblade,TFT_Item_SeraphsEmbrace,TFT_Item_JeweledGauntlet,,4,2,TFT8_Syndra,,6,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,TFT_Item_RedBuff,TFT_Item_Shroud,,,,,TFT_Item_IonicSpark,,,,TFT8_Item_DuelistEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_EzrealSupport,TFT6_Augment_PortableForge,TFT6_Augment_TomeOfTraits1,8c27f67c-90b3-4355-9e90-6e92325c6017,9016,16,PetSpiritFox,1,28,8,6,0,-vcSzdkiSvNXE8ZHtwUVVS8folY1DI8llgXHnUyCt9nYt9DanUMWL-GV8XgP8FAJhM53qqR6c2-EYA,1758.89892578125,84,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_Mascot,1,0,0,4,Set8_OxForce,3,1,1,4,Set8_Prankster,1,0,0,2,Set8_Recon,1,0,0,3,Set8_SpaceCorps,1,0,0,4,TFT8_Sivir,,1,1,TFT8_Vi,,,1,2,TFT8_Ezreal,,1,2,TFT8_Alistar,,2,1,TFT8_Ekko,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,,4,2,TFT8_Samira,TFT8_Item_OxForceEmblemItem,,,4,2,TFT8_Sejuani,,,,4,1,TFT8_Aphelios,TFT_Item_HextechGunblade,TFT_Item_GuinsoosRageblade,TFT4_Item_OrnnObsidianCleaver,,6,2,,,,,Set8_StarGuardian,1,0,0,4,Set8_UndergroundThe,3,1,1,4,TFT_Item_SeraphsEmbrace,TFT8_Item_DeadeyeEmblemItem,TFT_Item_HextechGunblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT8_Augment_ViSupport,TFT6_Augment_SecondWind2,TFT8_Augment_CivilianEmblem,370f2b5c-2913-494e-8bd0-95ead07e2974,54002,2,PetChibiAnnie,1,27,8,7,1,YAX5GYFYD1Pb5zqSZpOSsPQ8Hax18zEGeMfWpYTQnxhOGJkEeKC81XCl1vzDDk6-cbna4mfeCI8GOw,1674.3135986328125,61,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_Brawler,2,1,1,4,Set8_Civilian,2,2,2,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_Threat,2,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,TFT8_WuKong,,0,1,TFT8_Sivir,,,1,2,TFT8_Vi,,1,1,TFT8_Jax,,2,2,TFT8_Samira,TFT_Item_HextechGunblade,TFT_Item_RunaansHurricane,,4,2,TFT8_Sett,TFT_Item_BrambleVest,TFT_Item_IonicSpark,,4,2,TFT8_Urgot,TFT8_Item_CivilianEmblemItem,,,6,1,TFT8_Fiddlesticks,,,,,6,2,,,,,,,,,,,,,,,,,,TFT_Item_ChainVest,TFT_Item_GiantsBelt,,,,TFT_Item_LastWhisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
