augments_0,augments_1,augments_2,last_round,level,placement,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,units_0_character_id,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_itemNames_0,units_4_itemNames_1,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_itemNames_0,units_7_itemNames_1,units_7_itemNames_2,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_name,units_8_rarity,units_8_tier,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_5_itemNames_2,units_0_itemNames_0,units_3_itemNames_0,units_3_itemNames_1,units_3_itemNames_2,units_4_itemNames_2,units_6_itemNames_2,units_0_itemNames_1,units_0_itemNames_2,units_1_itemNames_1,units_1_itemNames_2,units_8_itemNames_0,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total
TFT8_Augment_CamilleSupport,TFT6_Augment_TinyTitans,TFT8_Augment_BrawlerEmblem,31,7,4,KAF7uN5omDA6gxqUKVME_I4JRjDUc-k75qdIn__cKHDN8j6KSMlJa9Bwt8mZZb9xIU4ycIhEO5qbqQ,1870.687744,85,Set8_Admin,5,3,2,3,Set8_Brawler,3,1,1,4,Set8_Channeler,2,1,1,4,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,4,2,2,3,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Blitzcrank,,0,2,TFT8_Camille,TFT8_Item_BrawlerEmblemItem,,1,2,TFT8_LeeSin,,1,2,TFT8_Sona,,2,2,TFT8_Zoe,TFT8_Item_HeartEmblemItem,,,2,2,TFT8_Leblanc,TFT_Item_SeraphsEmbrace,TFT_Item_MadredsBloodrazor,,2,3,TFT8_Soraka,,,,4,2,,,,,,,,,,,,,,,,,,,,,,TFT_Item_Shroud,TFT8_Item_ADMINEmblemItem,,TFT_Item_JeweledGauntlet,TFT_Item_TitanicHydra,TFT_Item_StatikkShiv,,,,,,,,,,,,,,
TFT8_Augment_SivirSupport,TFT6_Augment_SecondWind1,TFT6_Augment_SecondWind2,24,7,7,R3q8FWTWcuRhXkB7yBm4gPAMSE33RthLRTW3T3_MvErQnockG0lX31NJBJcBs316R2pcgZmyriHDsQ,1480.386963,43,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,TFT8_Sivir,,1,1,TFT8_Vi,,,1,1,TFT8_Alistar,,2,2,TFT8_Ekko,,4,2,TFT8_Samira,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,,4,1,TFT8_Sejuani,TFT_Item_RedBuff,,,4,1,TFT8_Fiddlesticks,TFT_Item_MadredsBloodrazor,,,6,1,,,,,,,,,,,,Set8_Threat,1,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,,,,TFT_Item_GuinsoosRageblade,,,,,,,,,,,
TFT8_Augment_ViSupport,TFT6_Augment_TinyTitans,TFT6_Augment_CyberneticUplink2,30,6,5,yiPLwbJEZEmmyoaTm3mET4ki7HeCj6QZcQaEt06zVtHXNekRrrkg2z7z9jhNTHwQjPKvwTbW9U_AqQ,1800.668579,43,Set8_Aegis,1,0,0,4,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Duelist,1,0,0,4,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_Recon,1,0,0,3,Set8_Supers,3,3,1,1,Set8_UndergroundThe,3,1,1,4,,,,,,,,,,,TFT8_Gangplank,,0,3,TFT8_Vi,TFT_Item_WarmogsArmor,,1,2,TFT8_LeeSin,,1,2,TFT8_Malphite,,1,3,TFT8_Ezreal,TFT_Item_SeraphsEmbrace,TFT_Item_MadredsBloodrazor,,1,3,TFT8_Sona,TFT_Item_SeraphsEmbrace,TFT_Item_JeweledGauntlet,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_JeweledGauntlet,,,,TFT_Item_IonicSpark,,,,,,,
TFT8_Augment_AnnieSupport,TFT6_Augment_PandorasItems,,19,7,8,GZ4i2WDtP9vUKnOkQq8Oyv56m_vDZlrW5ZjNiL6CPlhBkmE5G2N8KW9MqdGmNLVOPT4vzFaB_x1nlw,1120.147461,10,Set8_Admin,2,1,1,3,Set8_Aegis,1,0,0,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_OxForce,4,2,2,4,Set8_Renegade,3,3,1,2,Set8_SpaceCorps,1,0,0,4,,,,,,TFT8_Talon,,0,1,TFT8_Annie,,,1,1,TFT8_Camille,,1,2,TFT8_Alistar,,2,1,TFT8_Leblanc,,,,2,1,TFT8_Viego,TFT_Item_IonicSpark,TFT_Item_HextechGunblade,,4,1,TFT8_Sejuani,TFT_Item_RedBuff,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_NeedlesslyLargeRod,,,,,,,,,,,,,,,,
TFT8_Augment_ViSupport,TFT8_Augment_BrawlerTrait,TFT6_Augment_PortableForge,40,9,1,1SGP4cGnDPJIw6gF4WuXcV99zrAyc00g9Xfv9LNOIdzDJYKbRxur6Nhd2fvjHCQKNUr0VeG_J9gcfA,2394.185791,195,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,6,3,3,4,Set8_Deadeye,1,0,0,2,Set8_ExoPrime,1,0,0,2,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,1,0,0,4,Set8_Supers,1,0,0,1,TFT8_Blitzcrank,,0,2,TFT8_Vi,,,1,2,TFT8_LeeSin,,1,2,TFT8_Jax,,2,3,TFT8_Alistar,,,,2,1,TFT8_Sejuani,TFT_Item_Redemption,TFT4_Item_OrnnAnimaVisage,,4,2,TFT8_Soraka,TFT_Item_StatikkShiv,,,4,2,TFT8_Urgot,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,,,6,2,TFT8_Aphelios,,6,2,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,TFT_Item_RedBuff,TFT_Item_TitanicHydra,TFT_Item_PowerGauntlet,TFT_Item_HextechGunblade,TFT_Item_RapidFireCannon,,,,,,,TFT_Item_Quicksilver,,,,,
TFT8_Augment_SivirCarry,TFT6_Augment_Diversify1,TFT6_Augment_Diversify2,40,9,2,rmOXPE23Zt8SFLskHgIJyZq3xLmTeC0vGnk6ZWG-sZEuk0CD621ZmuXyIPOnspgFeZ_8WrzXtcQ6Vw,2392.449951,179,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,1,0,0,3,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_ExoPrime,1,0,0,2,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Renegade,6,4,2,2,Set8_SpaceCorps,1,0,0,4,TFT8_Sylas,,0,2,TFT8_Galio,TFT_Item_Shroud,,0,2,TFT8_Camille,,1,2,TFT8_Alistar,,2,2,TFT8_Viego,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,,4,2,TFT8_Urgot,,,,6,1,TFT8_Leona,TFT_Item_Bloodthirster,TFT_Item_RedBuff,,6,2,TFT8_Mordekaiser,TFT_Item_UnstableConcoction,TFT8_Item_RenegadeEmblemItem,TFT_Item_InfinityEdge,,6,2,TFT8_Fiddlesticks,,6,2,Set8_Threat,2,0,1,1,,,,,,,,,,,,,,,TFT_Item_FrozenHeart,,,,,TFT_Item_UnstableConcoction,,,,,
TFT8_Augment_LeeSinCarry,TFT6_Augment_Distancing,TFT8_Augment_HeartEmblem,30,8,6,jgpLaQ_pq7dnciSw_WhHatWg6mPP9lon0wbl0_sAOtgzHsrbQZHiB9fZV5077uM-QQH9O19OKvqOwA,1809.709351,112,Set8_Admin,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Heart,6,3,3,3,Set8_Mascot,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,2,0,0,4,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,TFT8_LeeSin,,1,2,TFT8_LeeSin,TFT_Item_Redemption,,1,1,TFT8_Yuumi,,1,2,TFT8_Sona,,2,2,TFT8_Sona,,,,2,2,TFT8_Zoe,TFT8_Item_HeartEmblemItem,,,2,2,TFT8_Soraka,TFT_Item_HextechGunblade,TFT_Item_UnstableConcoction,,4,1,TFT8_Syndra,,,,,6,1,,,,,,,,,,,,,,,,,,,TFT_Item_TitansResolve,,,,,TFT_Item_InfinityEdge,TFT_Item_RedBuff,TFT_Item_FrozenHeart,,,,,,,,
TFT8_Augment_ViSupport,TFT7_Augment_PandorasBench,TFT6_Augment_Battlemage2,34,8,3,xfRZ4zzZejroUhZXec6NgV6kmdXIk8hwwsGayZ2MOd4AZvXrB8qqE0H_rjL6TQRZptExnDlKM0bBUw,2055.350098,170,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,6,3,3,4,Set8_Defender,1,0,0,3,Set8_ExoPrime,1,0,0,2,Set8_Heart,1,0,0,3,Set8_Prankster,1,0,0,2,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Supers,1,0,0,1,Set8_Threat,1,0,1,1,TFT8_Renekton,,0,2,TFT8_Vi,,,1,2,TFT8_LeeSin,,1,2,TFT8_Riven,,2,3,TFT8_Jax,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,,2,2,TFT8_BelVeth,TFT_Item_HextechGunblade,,,4,2,TFT8_Ekko,,,,4,2,TFT8_Sejuani,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_Morellonomicon,,4,2,,,,,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT_Item_ThiefsGloves,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,,,,,,,,,,,
TFT6_Augment_ItemGrabBag1,TFT8_Augment_ADMINTrait,TFT8_Augment_LeonaSupport,26,7,8,kTMF4pUyzN_j3PiUejBr9ZJvt6bWpQw81h0uKH_DA5C0wclgaBhsoVYJiH1I7SHIDIEpil0bdrdo4A,1508.582642,47,Set8_Admin,4,3,2,3,Set8_Aegis,3,2,2,4,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_ExoPrime,1,0,0,2,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Renegade,3,3,1,2,TFT8_Vi,,1,2,TFT8_Camille,TFT_Item_Bloodthirster,,1,3,TFT8_Alistar,,2,2,TFT8_Zoe,,2,1,TFT8_Leblanc,,,,2,2,TFT8_Viego,,,,4,1,TFT8_Leona,TFT_Item_ThiefsGloves,TFT_Item_RunaansHurricane,,6,1,,,,,,,,,,,,Set8_UndergroundThe,1,0,0,4,,,,,,TFT_Item_BrambleVest,,,,TFT_Item_Redemption,,,,,TFT_Item_MadredsBloodrazor,TFT8_Item_ADMINEmblemItem,TFT_Item_RedBuff,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,,,,,,
TFT6_Augment_ItemGrabBag1,TFT6_Augment_FirstAidKit,TFT8_Augment_BelVethCarry,34,9,3,M3fMzDmAu3k_xnMhxbyts9qwupdoLkZp7h162vJcqSc31EBjoT3AfzphUk6vsjVYNAQGCQ8IKGn8NQ,1990.528931,152,Set8_Aegis,3,2,2,4,Set8_Corrupted,1,3,1,1,Set8_ExoPrime,1,0,0,2,Set8_GenAE,1,0,0,2,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Renegade,3,3,1,2,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,,,,,,TFT8_Alistar,,2,2,TFT8_BelVeth,TFT_Item_HextechGunblade,,4,2,TFT8_Ekko,,4,2,TFT8_Viego,,4,1,TFT8_Zac,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,,4,2,TFT8_Nunu,,,,6,1,TFT8_Urgot,TFT_Item_SpearOfShojin,TFT8_Item_RenegadeEmblemItem,,6,2,TFT8_Leona,,,,,6,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,TFT_Item_DragonsClaw,,,,,,,,TFT_Item_Zephyr,TFT_Item_UnstableConcoction,,,TFT_Item_TitansResolve,TFT_Item_InfinityEdge,TFT_Item_NeedlesslyLargeRod,,,,,
TFT6_Augment_TinyTitans,TFT6_Augment_Battlemage1,TFT8_Augment_MissFortuneSupport,27,8,7,rmOXPE23Zt8SFLskHgIJyZq3xLmTeC0vGnk6ZWG-sZEuk0CD621ZmuXyIPOnspgFeZ_8WrzXtcQ6Vw,1567.165527,37,Set8_Ace,1,1,1,2,Set8_AnimaSquad,3,1,1,3,Set8_Brawler,1,0,0,4,Set8_Defender,2,1,1,3,Set8_Duelist,4,2,2,4,Set8_Hacker,1,0,0,3,Set8_OxForce,1,0,0,4,Set8_Recon,2,1,1,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,3,1,1,4,,,,,,TFT8_Fiora,,1,1,TFT8_Rell,,,1,2,TFT8_Vayne,,2,2,TFT8_Nilah,,2,2,TFT8_Riven,TFT_Item_DragonsClaw,TFT_Item_RedBuff,,2,2,TFT8_Kaisa,,,,2,2,TFT8_MissFortune,TFT_Item_StatikkShiv,,,4,2,TFT8_Zed,,,,,4,1,,,,,,,,,,,,,,,TFT_Item_HextechGunblade,TFT_Item_LastWhisper,TFT_Item_JeweledGauntlet,,,,,,,,,,,,,,,,,
TFT6_Augment_CyberneticImplants1,TFT7_Augment_BandOfThieves1,TFT8_Augment_ApheliosSupport,28,8,6,v_hErr-By9iEhy_98BwGI9YHf3a6bitP-LLRurLqFL1DiqjzXk4-kU23FZ4jH2FSs51T4I4Cw2rdbg,1631.137695,94,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,2,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,2,0,0,4,TFT8_Sivir,,1,2,TFT8_Vi,,,1,2,TFT8_Alistar,,2,2,TFT8_Senna,,2,1,TFT8_Samira,TFT_Item_SparringGloves,,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,TFT_Item_DragonsClaw,,4,1,TFT8_Urgot,,,,6,1,TFT8_Aphelios,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_InfinityEdge,,6,1,,,,,,,,,,,,,,,TFT_Item_ThiefsGloves,TFT_Item_SpearOfShojin,TFT_Item_GuardianAngel,TFT_Item_Redemption,,,,,,,,,,,,,,,,
TFT6_Augment_ItemGrabBag1,TFT6_Augment_MakeshiftArmor1,TFT8_Augment_SamiraSupport,31,8,4,yiPLwbJEZEmmyoaTm3mET4ki7HeCj6QZcQaEt06zVtHXNekRrrkg2z7z9jhNTHwQjPKvwTbW9U_AqQ,1806.002808,89,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,2,1,1,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_SpaceCorps,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_WuKong,,0,2,TFT8_Sivir,,,1,2,TFT8_Jax,,2,2,TFT8_Samira,,4,2,TFT8_AurelionSol,TFT_Item_RabadonsDeathcap,TFT_Item_JeweledGauntlet,,4,2,TFT8_Zac,,,,4,1,TFT8_Sett,TFT_Item_Redemption,TFT_Item_TitansResolve,,4,2,TFT8_Sejuani,,,,,4,2,,,,,,,,,,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_RunaansHurricane,,TFT_Item_TitansResolve,,,,,,,,,,
TFT7_Augment_BandOfThieves1,TFT8_Augment_InterPolarisTrait,TFT8_Augment_SamiraCarry,30,8,5,I-4ZhcsbokhQfyV9dvCrMDArxmu47tT_amKVrw_Y7N_mHX90a7oEBuh1xY6VcJPJYPq-EVrxPF6AbA,1721.704956,71,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,3,1,1,2,Set8_Duelist,2,1,1,4,Set8_Hacker,1,0,0,3,Set8_SpaceCorps,7,3,3,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Renekton,,0,1,TFT8_Sivir,,,1,2,TFT8_Yasuo,,1,2,TFT8_Senna,,2,2,TFT8_Zed,TFT_Item_ThiefsGloves,TFT_Item_TitansResolve,,4,2,TFT8_Samira,TFT_Item_HextechGunblade,TFT8_Item_InterPolarisEmblemItem,,4,2,TFT8_Sejuani,TFT_Item_Redemption,TFT_Item_BrambleVest,,4,2,TFT8_Fiddlesticks,TFT_Item_IonicSpark,,,,6,1,,,,,,,,,,,,,,,TFT_Item_ThiefsGloves,TFT_Item_DragonsClaw,TFT_Item_HextechGunblade,TFT_Item_LastWhisper,,TFT_Item_BFSword,,,TFT_Item_ArchangelsStaff,TFT_Item_FrozenHeart,,,,,,,,,,
TFT6_Augment_LudensEcho1,TFT6_Augment_ItemGrabBag1,TFT8_Augment_SorakaSupport,34,8,2,W0PW9g2NHL4Oyn9M9-5dlebKpWbL97e6H_8PGkP_JShpR0RiLDx0k3IhRNOyOkFt2_DsWYq-Fz6wzQ,1986.75293,158,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,3,1,1,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,4,2,2,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,Set8_UndergroundThe,1,0,0,4,TFT8_Lulu,,0,2,TFT8_Annie,TFT_Item_GargoyleStoneplate,,1,2,TFT8_Sona,,2,2,TFT8_Alistar,,2,2,TFT8_Zoe,TFT8_Item_HeartEmblemItem,TFT_Item_UnstableConcoction,,2,2,TFT8_Leblanc,,,,2,2,TFT8_Ekko,TFT_Item_DragonsClaw,TFT_Item_GargoyleStoneplate,,4,2,TFT8_Soraka,TFT_Item_JeweledGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_SeraphsEmbrace,,4,2,,,,,,,,,,,,,,,,,,,,,,,TFT8_Item_Shojin_GenAE,TFT_Item_WarmogsArmor,,,,,,,,,,
TFT7_Augment_BandOfThieves1,TFT6_Augment_TriForce1,TFT8_Augment_BelVethCarry,34,8,1,w6TxMvdhw264O6LuUkgWzNpEQkzxuUSeuzeJJq27YjNVosWXZMYVd4Wjbwh8W_36V_bXnMpRcoT5Gg,1991.670654,175,Set8_AnimaSquad,1,0,0,3,Set8_Corrupted,1,3,1,1,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,5,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,2,TFT8_Chogath,,2,3,TFT8_Rammus,TFT_Item_WarmogsArmor,TFT_Item_Redemption,,2,2,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_HextechGunblade,,2,3,TFT8_BelVeth,,,,4,1,TFT8_Zac,,,,,4,2,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_GuinsoosRageblade,,TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag,,,,,,,,,,,,
TFT8_Augment_DravenCarry,TFT6_Augment_Ascension,TFT6_Augment_TargetDummies,26,6,7,h3lxowlt6JknQ5qIaR5qHey8o_1VjdX-PI5qHjl415vtMKFQtjXfYkQhyGL_8gQFbicwx9RLInpKpA,1590.771973,23,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_ExoPrime,3,1,1,2,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,TFT8_Gangplank,,0,2,TFT8_WuKong,,,0,2,TFT8_Draven,,1,3,TFT8_LeeSin,,1,2,TFT8_Malphite,TFT_Item_FrozenHeart,,,1,3,TFT8_Jax,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_InfinityEdge,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,,,TFT_Item_Redemption,TFT_Item_ZekesHerald,,,,,,,,,,,,,
TFT8_Augment_BlitzcrankSupport,TFT6_Augment_Ascension,TFT6_Augment_Battlemage2,31,7,4,KAF7uN5omDA6gxqUKVME_I4JRjDUc-k75qdIn__cKHDN8j6KSMlJa9Bwt8mZZb9xIU4ycIhEO5qbqQ,1932.383667,109,Set8_Admin,2,1,1,3,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,6,3,3,4,Set8_Defender,1,0,0,3,Set8_ExoPrime,1,0,0,2,Set8_Heart,2,1,1,3,Set8_SpaceCorps,1,0,0,4,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Blitzcrank,,0,2,TFT8_Vi,,,1,2,TFT8_LeeSin,,1,2,TFT8_Riven,,2,2,TFT8_Jax,TFT_Item_HextechGunblade,TFT_Item_GuinsoosRageblade,,2,2,TFT8_Sejuani,TFT_Item_Redemption,TFT_Item_Redemption,,4,2,TFT8_Soraka,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_TitansResolve,,,,,,,,,,,
TFT8_Augment_EzrealSupport,TFT8_Augment_ThreatMaxHealth,TFT6_Augment_PortableForge,28,8,6,ucV3o-lcnp7a0t0Nb87cOhLM9qN6gFe7Xgnhg9u1yw5K98lXi0l2fQdWlqoaXKNuQbvodiYRf2Z-yw,1755.424561,72,Set8_Ace,1,1,1,2,Set8_Brawler,1,0,0,4,Set8_Recon,1,0,0,3,Set8_SpaceCorps,2,0,0,4,Set8_Threat,5,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,,1,2,TFT8_Velkoz,,,2,2,TFT8_Chogath,,2,2,TFT8_Rammus,,2,2,TFT8_BelVeth,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,,4,2,TFT8_Zac,,,,4,1,TFT8_Sejuani,TFT4_Item_OrnnRanduinsSanctum,,,4,2,TFT8_Mordekaiser,TFT_Item_Deathblade,,,,6,1,,,,,,,,,,,,,,,TFT_Item_Shroud,,,,,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_RunaansHurricane,,,,,,,,,,,
TFT8_Augment_LeeSinCarry,TFT7_Augment_AxiomArc2,TFT6_Augment_SecondWind2,35,9,1,2_4-JXmMg_9SSp9s2tYXb0Uk_QDbKp_fwa_bRi9ZktaAYgOYDb-BozQ4zWC0VHiZnYdaLuLLFdCxfg,2220.817627,223,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_GenAE,1,0,0,2,Set8_Heart,6,3,3,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_StarGuardian,3,1,1,4,Set8_Supers,1,0,0,1,TFT8_Annie,,1,2,TFT8_LeeSin,TFT_Item_Redemption,,1,2,TFT8_LeeSin,,1,2,TFT8_Yuumi,,1,1,TFT8_Sona,,,,2,2,TFT8_Alistar,,,,2,2,TFT8_Ekko,TFT8_Item_HeartEmblemItem,,,4,2,TFT8_Soraka,TFT_Item_HextechGunblade,TFT_Item_SeraphsEmbrace,TFT_Item_GuinsoosRageblade,,4,2,TFT8_Syndra,,6,1,Set8_UndergroundThe,1,0,0,4,,,,,,TFT_Item_IonicSpark,,,,,,,,,,,,TFT_Item_RedBuff,TFT_Item_BrambleVest,,,,,,
